title,description,url
Acecraft: Sky Hero,,https://www.darkpattern.games/game/44025/0/acecraft-sky-hero.html
The Walking Dead: Road to Survival,,https://www.darkpattern.games/game/3416/0/the-walking-dead-road-to-survival.html
Pocket Styler,,https://www.darkpattern.games/game/30671/0/pocket-styler.html
LEGO® Legacy: Heroes Unboxed,,https://www.darkpattern.games/game/18502/0/lego-legacy-heroes-unboxed.html
Grand Summoners,,https://www.darkpattern.games/game/2057/0/grand-summoners.html
Runelords Arena: Battle Chess Royal Mobile Legends,,https://www.darkpattern.games/game/24567/0/runelords-arena-battle-chess-royal-mobile-legends.html
Rush Royale - Tower Defense TD,,https://www.darkpattern.games/game/26091/0/rush-royale-tower-defense-td.html
World of Kings,,https://www.darkpattern.games/game/520/0/world-of-kings.html
Last Fortress,,https://www.darkpattern.games/game/34329/0/last-fortress.html
White Out Survival,,https://www.darkpattern.games/game/39641/0/white-out-survival.html
Saint Seiya：Legend of Justice,,https://www.darkpattern.games/game/36287/0/saint-seiya-legend-of-justice.html
Tokyo Debunker,,https://www.darkpattern.games/game/41092/0/tokyo-debunker.html
Empire: Four Kingdoms,,https://www.darkpattern.games/game/3465/0/empire-four-kingdoms.html
Brown Dust - Tactical RPG,,https://www.darkpattern.games/game/3603/0/brown-dust-tactical-rpg.html
Darkness Rises,,https://www.darkpattern.games/game/3458/0/darkness-rises.html
Realms of Pixel,,https://www.darkpattern.games/game/42707/0/realms-of-pixel.html
Criminal Case,,https://www.darkpattern.games/game/504/0/criminal-case.html
Raid Rush: Tower Defense TD,,https://www.darkpattern.games/game/42092/0/raid-rush-tower-defense-td.html
Hunting Clash: Hunter World,,https://www.darkpattern.games/game/24143/0/hunting-clash-hunter-world.html
Game of Dice,,https://www.darkpattern.games/game/3941/0/game-of-dice.html
Jurassic World Alive,,https://www.darkpattern.games/game/681/0/jurassic-world-alive.html
The Secret Society: Find objects and solve puzzles,,https://www.darkpattern.games/game/11295/0/the-secret-society-find-objects-and-solve-puzzles.html
Seekers Notes®: Hidden Mystery,,https://www.darkpattern.games/game/786/0/seekers-notes-hidden-mystery.html
Star Trek Lower Decks Mobile,,https://www.darkpattern.games/game/37972/0/star-trek-lower-decks-mobile.html
Drilla: Idle Gold Miner Game,,https://www.darkpattern.games/game/11766/0/drilla-idle-gold-miner-game.html
War Robots,,https://www.darkpattern.games/game/3397/0/war-robots.html
FINAL FANTASY BRAVE EXVIUS,,https://www.darkpattern.games/game/2032/0/final-fantasy-brave-exvius.html
Trailer Park Boys Greasy Money,,https://www.darkpattern.games/game/2129/0/trailer-park-boys-greasy-money.html
Rock N' Cash Casino Slots,,https://www.darkpattern.games/game/2180/0/rock-n-cash-casino-slots.html
Disney Heroes: Battle Mode,,https://www.darkpattern.games/game/698/0/disney-heroes-battle-mode.html
Delicious World - Cooking Game,,https://www.darkpattern.games/game/2513/0/delicious-world-cooking-game.html
Royal Chaos,,https://www.darkpattern.games/game/2147/0/royal-chaos.html
Super Stylist,,https://www.darkpattern.games/game/215/0/super-stylist.html
Yahtzee® with Buddies Dice,,https://www.darkpattern.games/game/308/0/yahtzee-with-buddies-dice.html
Monster Legends,,https://www.darkpattern.games/game/407/0/monster-legends.html
Polygun Arena: Online Shooter,,https://www.darkpattern.games/game/42733/0/polygun-arena-online-shooter.html
Ragnarok Origin: Fantasy Open World Online MMORPG,,https://www.darkpattern.games/game/33459/0/ragnarok-origin-fantasy-open-world-online-mmorpg.html
Isekai:Slow Life,,https://www.darkpattern.games/game/40320/0/isekai-slow-life.html
Lemmings: The Official Game,,https://www.darkpattern.games/game/2475/0/lemmings-the-official-game.html
Dragon Champions,,https://www.darkpattern.games/game/12392/0/dragon-champions.html
Black Desert Mobile,,https://www.darkpattern.games/game/14873/0/black-desert-mobile.html
Royal Kingdom,,https://www.darkpattern.games/game/42155/0/royal-kingdom.html
Dragon City Mobile,,https://www.darkpattern.games/game/362/0/dragon-city-mobile.html
Galaxiga - Classic 80s Arcade,,https://www.darkpattern.games/game/30094/0/galaxiga-classic-80s-arcade.html
Hatsune Miku - Tap Wonder,,https://www.darkpattern.games/game/21739/0/hatsune-miku-tap-wonder.html
Match 3D,,https://www.darkpattern.games/game/20459/0/match-3d.html
King's Choice,,https://www.darkpattern.games/game/30682/0/king-s-choice.html
Lords Mobile: War Kingdom,,https://www.darkpattern.games/game/365/0/lords-mobile-war-kingdom.html
WWE SuperCard – Multiplayer Card Battle Game,,https://www.darkpattern.games/game/3436/0/wwe-supercard-multiplayer-card-battle-game.html
Airline Commander - A real flight experience,,https://www.darkpattern.games/game/17062/0/airline-commander-a-real-flight-experience.html
My Hero Academia: The Strongest Hero Anime RPG,,https://www.darkpattern.games/game/30701/0/my-hero-academia-the-strongest-hero-anime-rpg.html
Legendary : Game of Heroes,,https://www.darkpattern.games/game/3390/0/legendary-game-of-heroes.html
Dungeon Crusher: Soul Hunters,,https://www.darkpattern.games/game/17717/0/dungeon-crusher-soul-hunters.html
Castle Clash: Heroes of the Empire US,,https://www.darkpattern.games/game/2723/0/castle-clash-heroes-of-the-empire-us.html
Star Trek Fleet Command,,https://www.darkpattern.games/game/2005/0/star-trek-fleet-command.html
MapleStory M: Fantasy MMORPG,,https://www.darkpattern.games/game/2161/0/maplestory-m-fantasy-mmorpg.html
Pixel Starships™ Space MMORPG,,https://www.darkpattern.games/game/2329/0/pixel-starships-space-mmorpg.html
Dragon Story™,,https://www.darkpattern.games/game/2328/0/dragon-story-.html
Soccer Spirits,,https://www.darkpattern.games/game/4203/0/soccer-spirits.html
Mega Tower -tower defense game,,https://www.darkpattern.games/game/32131/0/mega-tower-tower-defense-game.html
Granny's House: Horror escapes,,https://www.darkpattern.games/game/24148/0/granny-s-house-horror-escapes.html
Sniper 3D Assassin: Gun Games,,https://www.darkpattern.games/game/34/0/sniper-3d-assassin-gun-games.html
Weed Inc: Idle Tycoon,,https://www.darkpattern.games/game/627/0/weed-inc-idle-tycoon.html
Langrisser,,https://www.darkpattern.games/game/2046/0/langrisser.html
King of Thieves,,https://www.darkpattern.games/game/2322/0/king-of-thieves.html
Party in my Dorm,,https://www.darkpattern.games/game/2080/0/party-in-my-dorm.html
VALKYRIE CONNECT,,https://www.darkpattern.games/game/2143/0/valkyrie-connect.html
Zooba: Zoo Battle Arena,,https://www.darkpattern.games/game/11684/0/zooba-zoo-battle-arena.html
One Punch Man - The Strongest,,https://www.darkpattern.games/game/38052/0/one-punch-man-the-strongest.html
Kim Kardashian: Hollywood,,https://www.darkpattern.games/game/354/0/kim-kardashian-hollywood.html
Township,,https://www.darkpattern.games/game/2546/0/township.html
Star Trek Timelines - Strategy RPG & Space Battles,,https://www.darkpattern.games/game/3486/0/star-trek-timelines-strategy-rpg-space-battles.html
Final Fantasy XV: A New Empire,,https://www.darkpattern.games/game/428/0/final-fantasy-xv-a-new-empire.html
Badland Brawl,,https://www.darkpattern.games/game/3673/0/badland-brawl.html
FarmVille 3 - Animals,,https://www.darkpattern.games/game/33366/0/farmville-3-animals.html
Injustice 2,,https://www.darkpattern.games/game/594/0/injustice-2.html
Star Trek Timelines,,https://www.darkpattern.games/game/2174/0/star-trek-timelines.html
Highrise - Virtual World,,https://www.darkpattern.games/game/21729/0/highrise-virtual-world.html
Bejeweled Stars,,https://www.darkpattern.games/game/2233/0/bejeweled-stars.html
Best Fiends - Puzzle Adventure,,https://www.darkpattern.games/game/270/0/best-fiends-puzzle-adventure.html
South Park: Phone Destroyer™,,https://www.darkpattern.games/game/2084/0/south-park-phone-destroyer-.html
Dragon Raja,,https://www.darkpattern.games/game/18501/0/dragon-raja.html
Dragon City,,https://www.darkpattern.games/game/2745/0/dragon-city.html
Fashion Fantasy,,https://www.darkpattern.games/game/4603/0/fashion-fantasy.html
Crane Game Toreba,,https://www.darkpattern.games/game/4726/0/crane-game-toreba.html
King's Raid,,https://www.darkpattern.games/game/2199/0/king-s-raid.html
Immortal Taoists-Idle Game of Immortal Cultivation,,https://www.darkpattern.games/game/13859/0/immortal-taoists-idle-game-of-immortal-cultivation.html
8 Ball Pool™,,https://www.darkpattern.games/game/56/0/8-ball-pool-.html
Into the Dead 2: Zombie Survival,,https://www.darkpattern.games/game/17022/0/into-the-dead-2-zombie-survival.html
Game of Khans,,https://www.darkpattern.games/game/29866/0/game-of-khans.html
MLB 9 Innings 19,,https://www.darkpattern.games/game/431/0/mlb-9-innings-19.html
Tribal Wars,,https://www.darkpattern.games/game/5858/0/tribal-wars.html
Crash Fever,,https://www.darkpattern.games/game/2148/0/crash-fever.html
Battle Bay,,https://www.darkpattern.games/game/4228/0/battle-bay.html
World of Tanks Blitz MMO,,https://www.darkpattern.games/game/810/0/world-of-tanks-blitz-mmo.html
My Cafe — Restaurant game,,https://www.darkpattern.games/game/509/0/my-cafe-restaurant-game.html
Dragon Tamer,,https://www.darkpattern.games/game/27955/0/dragon-tamer.html
Howrse,,https://www.darkpattern.games/game/24424/0/howrse.html
Total Battle: Tactical Wargame,,https://www.darkpattern.games/game/14163/0/total-battle-tactical-wargame.html
Growtopia,,https://www.darkpattern.games/game/2223/0/growtopia.html
Grow A Garden - Stock,,https://www.darkpattern.games/game/43781/0/grow-a-garden-stock.html
Idle Outpost: Business Game,,https://www.darkpattern.games/game/40314/0/idle-outpost-business-game.html
Mutants: Genetic Gladiators,,https://www.darkpattern.games/game/10354/0/mutants-genetic-gladiators.html
Mighty Party: Online RPG Games,,https://www.darkpattern.games/game/2156/0/mighty-party-online-rpg-games.html
Diggy's Adventure: Secret Maze,,https://www.darkpattern.games/game/2400/0/diggy-s-adventure-secret-maze.html
MARVEL Contest of Champions,,https://www.darkpattern.games/game/319/0/marvel-contest-of-champions.html
Ace Fishing: Wild Catch,,https://www.darkpattern.games/game/2348/0/ace-fishing-wild-catch.html
DC Legends: Battle for Justice,,https://www.darkpattern.games/game/2208/0/dc-legends-battle-for-justice.html
ClawCrazy - Claw Machine Games,,https://www.darkpattern.games/game/42879/0/clawcrazy-claw-machine-games.html
Twisted Tangle,,https://www.darkpattern.games/game/40186/0/twisted-tangle.html
Disney Sorcerer's Arena,,https://www.darkpattern.games/game/19228/0/disney-sorcerer-s-arena.html
Idle Huntress：Adventure,,https://www.darkpattern.games/game/34921/0/idle-huntress-adventure.html
Stumble Guys,,https://www.darkpattern.games/game/29355/0/stumble-guys.html
Diablo Immortal,,https://www.darkpattern.games/game/35788/0/diablo-immortal.html
King's Throne: Game of Lust,,https://www.darkpattern.games/game/9267/0/king-s-throne-game-of-lust.html
Run! Goddess,,https://www.darkpattern.games/game/43026/0/run-goddess.html
Space Leaper: COCOON,,https://www.darkpattern.games/game/37353/0/space-leaper-cocoon.html
Legacy of Discord-FuriousWings,,https://www.darkpattern.games/game/2068/0/legacy-of-discord-furiouswings.html
Fruit Ninja 2,,https://www.darkpattern.games/game/26231/0/fruit-ninja-2.html
SimCity BuildIt,,https://www.darkpattern.games/game/330/0/simcity-buildit.html
RAID: Shadow Legends,,https://www.darkpattern.games/game/285/0/raid-shadow-legends.html
Girls X Battle 2,,https://www.darkpattern.games/game/1041/0/girls-x-battle-2.html
June's Journey - Hidden Objects,,https://www.darkpattern.games/game/3414/0/june-s-journey-hidden-objects.html
Cookie Run: Kingdom,,https://www.darkpattern.games/game/28312/0/cookie-run-kingdom.html
Last War:Survival,,https://www.darkpattern.games/game/40175/0/last-war-survival.html
Dream Girlfriend,,https://www.darkpattern.games/game/2470/0/dream-girlfriend.html
Pokémon GO,,https://www.darkpattern.games/game/54/0/pok-mon-go.html
Golf Blitz,,https://www.darkpattern.games/game/1083/0/golf-blitz.html
Star Trek™ Fleet Command,,https://www.darkpattern.games/game/3367/0/star-trek-fleet-command.html
Bingo Blitz™️ - Bingo Games,,https://www.darkpattern.games/game/3366/0/bingo-blitz-bingo-games.html
Bunny Pop Blast,,https://www.darkpattern.games/game/14865/0/bunny-pop-blast.html
Planet Builder - Create Your Own Solar System,,https://www.darkpattern.games/game/6588/0/planet-builder-create-your-own-solar-system.html
PK XD,,https://www.darkpattern.games/game/13534/0/pk-xd.html
Hooked Inc: Fisher Tycoon,,https://www.darkpattern.games/game/273/0/hooked-inc-fisher-tycoon.html
Mystery Manor: hidden objects,,https://www.darkpattern.games/game/2336/0/mystery-manor-hidden-objects.html
UNO!™,,https://www.darkpattern.games/game/85/0/uno-.html
"Warhammer 40,000: Tacticus",,https://www.darkpattern.games/game/37341/0/warhammer-40-000-tacticus.html
Single City: Life Metaverse,,https://www.darkpattern.games/game/38055/0/single-city-life-metaverse.html
Episode - Choose Your Story,,https://www.darkpattern.games/game/45/0/episode-choose-your-story.html
MARVEL Strike Force,,https://www.darkpattern.games/game/440/0/marvel-strike-force.html
Animal Jam - Play Wild!,,https://www.darkpattern.games/game/11303/0/animal-jam-play-wild-.html
Pixel Gun 3D: FPS Shooter & Battle Royale,,https://www.darkpattern.games/game/2781/0/pixel-gun-3d-fps-shooter-battle-royale.html
Garena Free Fire: Rampage,,https://www.darkpattern.games/game/2615/0/garena-free-fire-rampage.html
Coin Master,,https://www.darkpattern.games/game/52/0/coin-master.html
Silent Castle,,https://www.darkpattern.games/game/35143/0/silent-castle.html
MARVEL Future Fight,,https://www.darkpattern.games/game/854/0/marvel-future-fight.html
Call of Antia: Match 3 RPG,,https://www.darkpattern.games/game/33984/0/call-of-antia-match-3-rpg.html
The Ants: Underground Kingdom,,https://www.darkpattern.games/game/31357/0/the-ants-underground-kingdom.html
Stumble Guys: Multiplayer Royale,,https://www.darkpattern.games/game/25550/0/stumble-guys-multiplayer-royale.html
Palmon: Survival,,https://www.darkpattern.games/game/42507/0/palmon-survival.html
Stickman Legends: Shadow War Offline Fighting Game,,https://www.darkpattern.games/game/3332/0/stickman-legends-shadow-war-offline-fighting-game.html
CookieRun: Tower of Adventures,,https://www.darkpattern.games/game/41011/0/cookierun-tower-of-adventures.html
Empress's Choice,,https://www.darkpattern.games/game/35863/0/empress-s-choice.html
Might & Magic RPG,,https://www.darkpattern.games/game/4595/0/might-magic-rpg.html
Decurse – A New Magic Farming Game,,https://www.darkpattern.games/game/11286/0/decurse-a-new-magic-farming-game.html
Basketball Stars,,https://www.darkpattern.games/game/2752/0/basketball-stars.html
PickCrafter - Idle Craft Game,,https://www.darkpattern.games/game/5439/0/pickcrafter-idle-craft-game.html
Football Strike - Multiplayer Soccer,,https://www.darkpattern.games/game/2830/0/football-strike-multiplayer-soccer.html
Empire Takeover,,https://www.darkpattern.games/game/32312/0/empire-takeover.html
Puzzles & Survival,,https://www.darkpattern.games/game/25333/0/puzzles-survival.html
Archero 2,,https://www.darkpattern.games/game/42486/0/archero-2.html
Persona5: The Phantom X,,https://www.darkpattern.games/game/43627/0/persona5-the-phantom-x.html
Mech Arena: Robot Showdown,,https://www.darkpattern.games/game/24484/0/mech-arena-robot-showdown.html
Smashing Four,,https://www.darkpattern.games/game/2149/0/smashing-four.html
Tomb Raider Reloaded,,https://www.darkpattern.games/game/39575/0/tomb-raider-reloaded.html
Puzzles & Chaos: Frozen Castle,,https://www.darkpattern.games/game/40401/0/puzzles-chaos-frozen-castle.html
SMASH LEGENDS,,https://www.darkpattern.games/game/30048/0/smash-legends.html
DIGIMON ReArise,,https://www.darkpattern.games/game/12100/0/digimon-rearise.html
Idle Shopping Mall,,https://www.darkpattern.games/game/15786/0/idle-shopping-mall.html
Crossout Mobile - PvP action,,https://www.darkpattern.games/game/34447/0/crossout-mobile-pvp-action.html
Transformers: Earth Wars,,https://www.darkpattern.games/game/2119/0/transformers-earth-wars.html
Cookie Run: OvenBreak,,https://www.darkpattern.games/game/2286/0/cookie-run-ovenbreak.html
Nations of Darkness,,https://www.darkpattern.games/game/39241/0/nations-of-darkness.html
Dress up! Time Princess,,https://www.darkpattern.games/game/24185/0/dress-up-time-princess.html
Match Master 3D!,,https://www.darkpattern.games/game/28467/0/match-master-3d-.html
Shining Nikki,,https://www.darkpattern.games/game/31526/0/shining-nikki.html
Atelier Online,,https://www.darkpattern.games/game/31543/0/atelier-online.html
Rhythm Hive,,https://www.darkpattern.games/game/28704/0/rhythm-hive.html
Rival Stars Horse Racing,,https://www.darkpattern.games/game/512/0/rival-stars-horse-racing.html
Grim Soul: Survival,,https://www.darkpattern.games/game/2341/0/grim-soul-survival.html
Brave Frontier,,https://www.darkpattern.games/game/2089/0/brave-frontier.html
Animation Throwdown: CCG,,https://www.darkpattern.games/game/467/0/animation-throwdown-ccg.html
War Robots Multiplayer Battles,,https://www.darkpattern.games/game/565/0/war-robots-multiplayer-battles.html
Clash Royale,,https://www.darkpattern.games/game/99/0/clash-royale.html
AFK Arena,,https://www.darkpattern.games/game/399/0/afk-arena.html
Magic: The Gathering - Puzzle Quest,,https://www.darkpattern.games/game/3645/0/magic-the-gathering-puzzle-quest.html
Evo Pop,,https://www.darkpattern.games/game/24735/0/evo-pop.html
Shadow Fight 3,,https://www.darkpattern.games/game/562/0/shadow-fight-3.html
Dragon Mania Legends,,https://www.darkpattern.games/game/2207/0/dragon-mania-legends.html
Love Nikki-Dress UP Queen,,https://www.darkpattern.games/game/601/0/love-nikki-dress-up-queen.html
Dislyte,,https://www.darkpattern.games/game/35534/0/dislyte.html
Food Fantasy,,https://www.darkpattern.games/game/3990/0/food-fantasy.html
Avakin Life - 3D Virtual World,,https://www.darkpattern.games/game/2809/0/avakin-life-3d-virtual-world.html
Parchisi STAR,,https://www.darkpattern.games/game/4918/0/parchisi-star.html
Township: Farm & City Building,,https://www.darkpattern.games/game/95/0/township-farm-city-building.html
Legend of Mushroom,,https://www.darkpattern.games/game/40273/0/legend-of-mushroom.html
Rise of Kingdoms,,https://www.darkpattern.games/game/677/0/rise-of-kingdoms.html
Puzzle & Dragons (English),,https://www.darkpattern.games/game/2050/0/puzzle-dragons-english-.html
Hotel Hideaway - Virtual Reality Life Simulator,,https://www.darkpattern.games/game/11588/0/hotel-hideaway-virtual-reality-life-simulator.html
Dragon Farm Adventure-Fun Game,,https://www.darkpattern.games/game/34947/0/dragon-farm-adventure-fun-game.html
Revenge of the Queen,,https://www.darkpattern.games/game/38058/0/revenge-of-the-queen.html
Immortal Diaries,,https://www.darkpattern.games/game/30872/0/immortal-diaries.html
SuperStar SMTOWN,,https://www.darkpattern.games/game/5566/0/superstar-smtown.html
FarmVille 2: Country Escape,,https://www.darkpattern.games/game/823/0/farmville-2-country-escape.html
Evertale,,https://www.darkpattern.games/game/114/0/evertale.html
IdleOn - Idle MMO,,https://www.darkpattern.games/game/37595/0/idleon-idle-mmo.html
Cut the Rope,,https://www.darkpattern.games/game/626/0/cut-the-rope.html
The Sims™ Mobile,,https://www.darkpattern.games/game/86/0/the-sims-mobile.html
Harry Potter: Hogwarts Mystery,,https://www.darkpattern.games/game/293/0/harry-potter-hogwarts-mystery.html
Forge of Empires,,https://www.darkpattern.games/game/3408/0/forge-of-empires.html
Pixel Gun 3D: FPS Shooter,,https://www.darkpattern.games/game/295/0/pixel-gun-3d-fps-shooter.html
Love Live!School idol festival,,https://www.darkpattern.games/game/3977/0/love-live-school-idol-festival.html
Forest Island - Relaxing game,,https://www.darkpattern.games/game/42850/0/forest-island-relaxing-game.html
Clash of Clans,,https://www.darkpattern.games/game/65/0/clash-of-clans.html
War Machines: Free Multiplayer Tank Shooting Games,,https://www.darkpattern.games/game/3523/0/war-machines-free-multiplayer-tank-shooting-games.html
CounterSide,,https://www.darkpattern.games/game/35707/0/counterside.html
ALICE Fiction,,https://www.darkpattern.games/game/36926/0/alice-fiction.html
Age of Empires Mobile,,https://www.darkpattern.games/game/41875/0/age-of-empires-mobile.html
DC: Dark Legion™,,https://www.darkpattern.games/game/42938/0/dc-dark-legion-.html
Phase 10: World Tour,,https://www.darkpattern.games/game/12570/0/phase-10-world-tour.html
Youtubers Life: Gaming Channel,,https://www.darkpattern.games/game/1121/0/youtubers-life-gaming-channel.html
World War Rising,,https://www.darkpattern.games/game/472/0/world-war-rising.html
Nonstop Knight 2,,https://www.darkpattern.games/game/767/0/nonstop-knight-2.html
Jackpot Party - Casino Slots,,https://www.darkpattern.games/game/922/0/jackpot-party-casino-slots.html
Bud Farm: Grass Roots,,https://www.darkpattern.games/game/2446/0/bud-farm-grass-roots.html
Arcane Legends,,https://www.darkpattern.games/game/4248/0/arcane-legends.html
WWE Champions 2019,,https://www.darkpattern.games/game/720/0/wwe-champions-2019.html
DomiNations,,https://www.darkpattern.games/game/2102/0/dominations.html
Ulala: Idle Adventure,,https://www.darkpattern.games/game/10663/0/ulala-idle-adventure.html
Sonic Forces,,https://www.darkpattern.games/game/418/0/sonic-forces.html
Merge Cooking:Theme Restaurant,,https://www.darkpattern.games/game/41699/0/merge-cooking-theme-restaurant.html
Conflict of Nations: WW3,,https://www.darkpattern.games/game/24523/0/conflict-of-nations-ww3.html
Top Heroes,,https://www.darkpattern.games/game/40319/0/top-heroes.html
Hunt Royale,,https://www.darkpattern.games/game/29789/0/hunt-royale.html
Supremacy 1914,,https://www.darkpattern.games/game/6523/0/supremacy-1914.html
GUNDAM BATTLE: GUNPLA WARFARE,,https://www.darkpattern.games/game/9277/0/gundam-battle-gunpla-warfare.html
YAHTZEE® With Buddies Dice Game,,https://www.darkpattern.games/game/2746/0/yahtzee-with-buddies-dice-game.html
PewDiePie's Pixelings,,https://www.darkpattern.games/game/13861/0/pewdiepie-s-pixelings.html
